Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
525529,PUBLIC HEALTH ASSISTANT (SCHOO,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,17.57,26.37
519445,COMPUTER SPECIALIST (SOFTWARE),DEPT OF ENVIRONMENT PROTECTION,External,"Technology, Data & Innovation",98901.0,136951.0
527719,SUMMER GRADUATE INTERN,DEPARTMENT OF BUILDINGS,Internal,Legal Affairs,15.93,24.73
510662,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
527892,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,"Finance, Accounting, & Procurement",54100.0,62215.0
519082,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",85000.0,100000.0
526112,MECHANICAL ENGINEERING INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",51413.0,59125.0
520786,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",74650.0,109409.0
469180,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",110000.0,120000.0
527822,SUPERVISOR ELECTRICIAN,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,67.72,67.72
515926,SUMMER GRADUATE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",17.0,17.0
510376,CONGREG CARE SPEC-ACS(35 HR WK,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,42731.0,42731.0
503641,PLASTERER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,44.82,44.82
276648,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Administration & Human Resources,33875.0,54879.0
505315,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,External,"Constituent Services & Community Programs Engineering, Architecture, & Planning",75504.0,94761.0
527603,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",80557.0,111917.0
520954,CYBER SECURITY ANALYST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Technology, Data & Innovation",54281.0,70833.0
520723,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
521680,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
519974,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",72038.0,192152.0
517705,CONSTRUCTION PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",67757.0,98128.0
525643,PROJECT MANAGER (DBS),DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,80931.0,208826.0
519934,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement",15.75,15.75
484698,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
521932,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Policy, Research & Analysis",75504.0,86830.0
521389,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",83399.0,98388.0
468392,EXECUTIVE PROGRAM SPECIALIST (,DEPARTMENT OF CORRECTION,External,Administration & Human Resources,140000.0,160000.0
520007,SUMMER GRADUATE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement",18.0,18.0
510600,CYBER SECURITY ANALYST,ADMIN TRIALS AND HEARINGS,External,"Technology, Data & Innovation",54281.0,63860.0
521638,ASSOCIATE WATER USE INSPECTOR,DEPT OF ENVIRONMENT PROTECTION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",69372.0,78461.0
486083,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,External,Legal Affairs,91563.0,99000.0
502689,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
528088,EXECUTIVE AGENCY COUNSEL,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,127500.0,137500.0
470017,PROJECT MANAGER INTERN#,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",51535.0,59265.0
481885,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,Internal,"Legal Affairs Policy, Research & Analysis",85000.0,130000.0
523267,ASSISTANT TO THE COMMISSIONER,CONSUMER AND WORKER PROTECTION,External,"Constituent Services & Community Programs Finance, Accounting, & Procurement",72038.0,115000.0
472656,CLERICAL ASSOCIATE,OFF OF PAYROLL ADMINISTRATION,Internal,"Technology, Data & Innovation Policy, Research & Analysis",32850.0,48940.0
499529,AGENCY ATTORNEY INTERNE,ADMIN FOR CHILDREN'S SVCS,Internal,Legal Affairs,71757.0,71757.0
501549,IT SECURITY SPECIALIST,DEPARTMENT OF CORRECTION,External,"Technology, Data & Innovation",75000.0,120000.0
523008,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,40017.0,62820.0
515917,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
482737,ADMINISTRATIVE ARCHITECT,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",115000.0,120000.0
379094,CERT IT DEVELOPER (APP),NYC EMPLOYEES RETIREMENT SYS,Internal,"Technology, Data & Innovation",82884.0,116391.0
525554,COLLEGE AIDE (ALL CITY DEPTS),FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",15.5,19.9
522000,COMPUTER SPECIALIST (SOFTWARE),DEPARTMENT OF CITY PLANNING,Internal,"Technology, Data & Innovation",81951.0,90000.0
526287,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,"Public Safety, Inspections, & Enforcement",54100.0,62215.0
500505,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,75000.0
473879,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF CORRECTION,Internal,Administration & Human Resources,70000.0,75000.0
526484,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",92194.0,119023.0
512514,AGENCY ATTORNEY INTERNE,TAXI & LIMOUSINE COMMISSION,External,Legal Affairs,62397.0,75760.0
518399,CUSTOMER INFORMATION REP,DEPT OF HEALTH/MENTAL HYGIENE,External,Communications & Intergovernmental Affairs Health,37413.0,40345.0
525348,CLERICAL ASSOCIATE,TAXI & LIMOUSINE COMMISSION,Internal,Constituent Services & Community Programs,40017.0,62820.0
427420,CUSTODIAN,LAW DEPARTMENT,Internal,Building Operations & Maintenance,35314.0,39905.0
512897,CLERICAL ASSOCIATE,TAXI & LIMOUSINE COMMISSION,Internal,Constituent Services & Community Programs,36390.0,45195.0
439139,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,Communications & Intergovernmental Affairs Legal Affairs,71423.0,91563.0
526656,COLLEGE AIDE - ASSIGNMENT LEVE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,16.02,20.72
486962,COMMUNITY COORDINATOR,DEPT OF DESIGN & CONSTRUCTION,Internal,Communications & Intergovernmental Affairs,54100.0,83981.0
518491,CITY PARK WORKER,DEPT OF ENVIRONMENT PROTECTION,Internal,Building Operations & Maintenance,16.6264,25.8257
505771,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
527606,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,External,Building Operations & Maintenance,54100.0,83981.0
525643,PROJECT MANAGER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,80931.0,208826.0
500319,TELECOMMUNICATIONS ASSOCIATE (,DEPARTMENT OF TRANSPORTATION,Internal,"Technology, Data & Innovation",65074.0,90524.0
503612,PLASTERER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,44.82,44.82
528089,CLAIM SPECIALIST,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,51079.0,58741.0
527161,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
465329,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,71423.0,107032.0
526312,ASSISTANT HOUSING MANAGER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,49609.0,77454.0
519637,CONFIDENTIAL INVESTIGATOR (CON,CONFLICTS OF INTEREST BOARD,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",53956.0,65000.0
521185,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",53702.0,113000.0
525716,EMPLOYEE ASSISTANCE PROGRAM SP,FIRE DEPARTMENT,Internal,Health,54878.0,54878.0
524265,CITY PARK WORKER,DEPT OF PARKS & RECREATION,External,Building Operations & Maintenance,16.6264,16.6264
526465,ADMINISTRATIVE ARCHITECT,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",64922.0,144200.0
507557,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT FOR THE AGING,Internal,"Technology, Data & Innovation Social Services",15.5,15.5
519888,SUMMER GRADUATE INTERN,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement",18.0,18.0
503725,BUDGET ANALYST (OMB)-MANAGERIA,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",222924.0,231974.0
482918,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
503041,GRAPHIC ARTIST,DEPT OF ENVIRONMENT PROTECTION,External,"Communications & Intergovernmental Affairs Technology, Data & Innovation",45594.0,52433.0
524625,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",74650.0,109409.0
520788,SURVEYOR,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",62415.0,71777.0
278063,COMPUTER SPECIALIST (SOFTWARE),NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",76288.0,95077.0
482195,ASSISTANT COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,Internal,Health,130000.0,150000.0
511251,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,Communications & Intergovernmental Affairs,57500.0,69500.0
524756,AUTO BODY WORKER,DEPARTMENT OF CORRECTION,Internal,Building Operations & Maintenance,50604.0,65339.0
403522,AGENCY ATTORNEY,BUSINESS INTEGRITY COMMISSION,External,"Legal Affairs Public Safety, Inspections, & Enforcement",70000.0,80000.0
528303,ASSISTANT RETIREMENT BENEFITS,TEACHERS RETIREMENT SYSTEM,External,"Finance, Accounting, & Procurement",41389.0,55839.0
522131,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,54100.0,83981.0
199170,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,41452.0,52821.0
509608,EXECUTIVE AGENCY COUNSEL,ADMIN TRIALS AND HEARINGS,Internal,Legal Affairs,143000.0,145000.0
522450,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",85000.0,91052.0
455407,ADMINISTRATIVE STAFF ANALYST (,NYC EMPLOYEES RETIREMENT SYS,Internal,"Finance, Accounting, & Procurement",62862.0,97873.0
516804,EXECUTIVE AGENCY COUNSEL,DEPARTMENT OF CORRECTION,Internal,Legal Affairs,150000.0,165000.0
484432,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",80557.0,92640.0
242091,PUBLIC HEALTH NURSE (SCHOOL HE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,32.11,36.93
520242,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,100000.0,120000.0
455879,SENIOR INTERGROUP RELATIONS OF,NYC HOUSING AUTHORITY,Internal,Communications & Intergovernmental Affairs,37846.0,59848.0
483286,ADMINISTRATIVE HOUSING SUPERIN,NYC HOUSING AUTHORITY,Internal,"Technology, Data & Innovation Building Operations & Maintenance",64922.0,173486.0
527506,SUMMER COLLEGE INTERN,DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning Technology, Data & Innovation",15.0,17.5
505220,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs Social Services,54100.0,83981.0
505035,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis",54100.0,83981.0
525016,SUMMER GRADUATE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",17.0,17.0
521310,COOK,DEPARTMENT OF CORRECTION,Internal,Health,36627.0,41388.0
525129,CHIEF OF HOUSING COMMUNITY ACT,NYC HOUSING AUTHORITY,External,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement",80931.0,208826.0
471474,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs Social Services,70000.0,80000.0
517214,CITY CUSTODIAL ASSISTANT,OFFICE OF THE COMPTROLLER,External,Administration & Human Resources Building Operations & Maintenance,17.67,17.67
526292,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",80000.0,90000.0
522430,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,External,Legal Affairs,71423.0,107032.0
472791,ECONOMIST,NYC HOUSING AUTHORITY,External,"Policy, Research & Analysis",56013.0,84862.0
510616,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Administration & Human Resources Health,54100.0,68000.0
522344,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Administration & Human Resources Technology, Data & Innovation",15.0,17.5
475381,CIVIL ENGINEER,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",80557.0,111917.0
440089,SOCIAL WORKER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health Social Services,51079.0,64000.0
527174,DEPUTY INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,External,"Public Safety, Inspections, & Enforcement",85000.0,95000.0
445946,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51511.0,74878.0
520546,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
452028,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",95000.0,115000.0
527865,ASSOCIATE PARK SERVICE WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,21.7586,21.7586
527865,ASSOCIATE PARK SERVICE WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,21.7586,21.7586
526313,COLLEGE AIDE (ALL CITY DEPTS),CONSUMER AND WORKER PROTECTION,External,"Administration & Human Resources Finance, Accounting, & Procurement",15.5,19.9
472313,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",53702.0,146121.0
518085,MOTOR VEHICLE OPERATOR,FINANCIAL INFO SVCS AGENCY,Internal,Administration & Human Resources,39963.0,49927.0
523272,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",0.0,160000.0
501535,ENVIRONMENTAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Technology, Data & Innovation",90114.0,122168.0
527768,COMMUNITY ASSOCIATE,DISTRICT ATTORNEY RICHMOND COU,Internal,"Legal Affairs Policy, Research & Analysis",40000.0,52000.0
511105,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Policy, Research & Analysis",67757.0,77921.0
524806,ASSOCIATE STAFF ANALYST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,70611.0,85000.0
457052,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",75504.0,93776.0
479554,IT AUTOMATION AND MONITORING E,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,140000.0
525098,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",0.0,167610.0
438636,IT SECURITY SPECIALIST,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,75000.0,120000.0
515916,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
494650,COLLEGE AIDE - ASSIGNMENT LEVE,DEPT OF INFO TECH & TELECOMM,Internal,Constituent Services & Community Programs,16.02,20.0
523260,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
520696,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
526388,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,71423.0,82137.0
484698,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
468994,AIR POLLUTION INSPECTOR,DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",34951.0,44304.0
521294,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,Legal Affairs,71423.0,82137.0
526468,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,"Engineering, Architecture, & Planning",74650.0,85847.0
522835,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
522346,AGENCY ATTORNEY INTERNE,NYC POLICE PENSION FUND,External,Legal Affairs,62397.0,75760.0
512853,ADMINISTRATIVE CONSTRUCTION PR,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",149000.0,157000.0
495347,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
301985,AGENCY ATTORNEY,POLICE DEPARTMENT,Internal,Legal Affairs,73938.0,109153.0
455076,IT PROJECT SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Technology, Data & Innovation",75000.0,160000.0
519168,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Legal Affairs,41483.0,47705.0
527839,CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
526965,SUMMER GRADUATE INTERN,DEPARTMENT OF BUILDINGS,Internal,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",15.93,24.73
484255,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,65640.0
526678,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",105000.0,115000.0
527047,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,Administration & Human Resources,15.75,15.75
422248,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,39096.0,47142.0
525920,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,54100.0,62215.0
376356,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Legal Affairs,35330.0,40629.0
376356,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Legal Affairs,35330.0,40629.0
521387,COMMUNITY ASSOCIATE,DISTRICT ATTORNEY RICHMOND COU,External,"Finance, Accounting, & Procurement",45000.0,53000.0
467646,CYBER SECURITY ANALYST,DEPT OF ENVIRONMENT PROTECTION,External,"Technology, Data & Innovation",78795.0,113300.0
524039,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",72038.0,192152.0
499486,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",110000.0,120000.0
516832,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
518802,HOUSING MANAGER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,62015.0,95934.0
509756,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",100000.0,110000.0
528132,COMMUNITY ASSOCIATE,DISTRICT ATTORNEY KINGS COUNTY,Internal,Legal Affairs Social Services,44083.0,44083.0
503308,COMPUTER OPERATIONS MANAGER (S,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",72038.0,164800.0
509625,ADMINISTRATIVE STAFF ANALYST (,DEPT OF YOUTH & COMM DEV SRVS,Internal,Administration & Human Resources,84451.0,110000.0
517744,CIVIL ENGINEERING INTERN,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",51413.0,62260.0
523118,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,External,"Policy, Research & Analysis",74650.0,109409.0
509733,CASEWORKER,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,41483.0,47705.0
524828,TELECOMMUNICATIONS MANAGER (NO,DEPT OF INFO TECH & TELECOMM,External,"Technology, Data & Innovation",58700.0,127000.0
527545,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,80000.0
509442,ADMINISTRATIVE JOB OPPORTUNITY,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,72038.0,192152.0
527419,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,40017.0,52242.0
505315,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning",75504.0,94761.0
484421,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",80557.0,92640.0
519115,ENVIRONMENTAL ENGINEER,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90114.0,103631.0
517608,ADM PROC ANAL-NM FRM M1-3,DEPT OF DESIGN & CONSTRUCTION,External,"Finance, Accounting, & Procurement",65232.0,151810.0
468788,PUBLIC HEALTH ADVISER (SCHOOL,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,21.41,27.62
521456,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
525936,ASSOCIATE FIRE PROTECTION INSP,FIRE DEPARTMENT,Internal,"Public Safety, Inspections, & Enforcement",65160.0,90603.0
500505,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,75000.0
485146,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF ENVIRONMENT PROTECTION,External,"Administration & Human Resources Policy, Research & Analysis",58695.0,89699.0
522499,COMPUTER SPECIALIST (SOFTWARE),HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",98901.0,113736.0
479041,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,71423.0,107032.0
527277,ASSISTANT COMMISSIONER (DBS),DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,80931.0,208826.0
521200,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",67757.0,80000.0
516804,EXECUTIVE AGENCY COUNSEL,DEPARTMENT OF CORRECTION,External,Legal Affairs,150000.0,165000.0
521145,ASSISTANT CIVIL ENGINEER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",65000.0,71000.0
521145,ASSISTANT CIVIL ENGINEER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",65000.0,71000.0
512064,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,15.5,19.9
524063,ADMINISTRATIVE PROCUREMENT ANA,OFFICE OF THE COMPTROLLER,Internal,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",110000.0,120000.0
527327,"LEGAL SECRETARIAL ASST- L2,3,4",OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",52123.0,65000.0
508992,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Administration & Human Resources Engineering, Architecture, & Planning Health",15.5,15.5
487012,COMPUTER SYSTEMS MANAGER,TAXI & LIMOUSINE COMMISSION,Internal,"Technology, Data & Innovation Policy, Research & Analysis",130000.0,165000.0
467000,CYBER SECURITY ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",78795.0,113300.0
526067,COLLEGE AIDE (ALL CITY DEPTS),CONSUMER AND WORKER PROTECTION,Internal,Administration & Human Resources,15.5,19.9
527459,SUMMER COLLEGE INTERN,DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning",15.0,17.5
515950,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
519114,CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",80557.0,111917.0
235309,PEST CONTROL AIDE,DEPT OF HEALTH/MENTAL HYGIENE,External,"Public Safety, Inspections, & Enforcement",26457.0,32665.0
527482,SUMMER COLLEGE INTERN,DEPARTMENT OF BUILDINGS,Internal,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",15.0,17.5
